Date,Cases,Countries
2021-05-23,773,Belgium
2021-05-22,1434,Belgium
2021-05-21,2425,Belgium
2021-05-20,2409,Belgium
2021-05-19,3118,Belgium
2021-05-18,3264,Belgium
2021-05-17,3576,Belgium
2021-05-16,735,Belgium
2021-05-15,1254,Belgium
2021-05-14,2557,Belgium
2021-05-13,943,Belgium
2021-05-12,2808,Belgium
2021-05-11,2990,Belgium
2021-05-10,3362,Belgium
2021-05-09,855,Belgium
2021-05-08,1714,Belgium
2021-05-07,3294,Belgium
2021-05-06,3515,Belgium
2021-05-05,3615,Belgium
2021-05-04,3651,Belgium
2021-05-03,4331,Belgium
2021-05-02,1136,Belgium
2021-05-01,1335,Belgium
2021-04-30,3487,Belgium
2021-04-29,3347,Belgium
2021-04-28,3448,Belgium
2021-04-27,3760,Belgium
2021-04-26,4270,Belgium
2021-04-25,1138,Belgium
2021-04-24,1889,Belgium
2021-04-23,3636,Belgium
2021-04-22,3801,Belgium
2021-04-21,4068,Belgium
2021-04-20,4457,Belgium
2021-04-19,5433,Belgium
2021-04-18,1312,Belgium
2021-04-17,2322,Belgium
2021-04-16,4021,Belgium
2021-04-15,3807,Belgium
2021-04-14,3899,Belgium
2021-04-13,4281,Belgium
2021-04-12,4729,Belgium
2021-04-11,1305,Belgium
2021-04-10,2362,Belgium
2021-04-09,4497,Belgium
2021-04-08,4466,Belgium
2021-04-07,4741,Belgium
2021-04-06,5260,Belgium
2021-04-05,1562,Belgium
2021-04-04,1513,Belgium
2021-04-03,2701,Belgium
2021-04-02,4894,Belgium
2021-04-01,4690,Belgium
2021-03-31,4724,Belgium
2021-03-30,5197,Belgium
2021-03-29,6154,Belgium
2021-03-28,1691,Belgium
2021-03-27,3056,Belgium
2021-03-26,5740,Belgium
2021-03-25,5623,Belgium
2021-03-24,5566,Belgium
2021-03-23,6037,Belgium
2021-03-22,6285,Belgium
2021-03-21,1576,Belgium
2021-03-20,2845,Belgium
2021-03-19,5182,Belgium
2021-03-18,5036,Belgium
2021-03-17,4835,Belgium
2021-03-16,4599,Belgium
2021-03-15,5256,Belgium
2021-03-14,1383,Belgium
2021-03-13,2174,Belgium
2021-03-12,3752,Belgium
2021-03-11,3493,Belgium
2021-03-10,3387,Belgium
2021-03-09,3381,Belgium
2021-03-08,3685,Belgium
2021-03-07,786,Belgium
2021-03-06,1510,Belgium
2021-03-05,2731,Belgium
2021-03-04,2682,Belgium
2021-03-03,2752,Belgium
2021-03-02,2757,Belgium
2021-03-01,3211,Belgium
2021-02-28,711,Belgium
2021-02-27,1487,Belgium
2021-02-26,2800,Belgium
2021-02-25,2644,Belgium
2021-02-24,2750,Belgium
2021-02-23,2918,Belgium
2021-02-22,3338,Belgium
2021-02-21,805,Belgium
2021-02-20,1555,Belgium
2021-02-19,2811,Belgium
2021-02-18,2556,Belgium
2021-02-17,2525,Belgium
2021-02-16,2382,Belgium
2021-02-15,2727,Belgium
2021-02-14,593,Belgium
2021-02-13,1123,Belgium
2021-02-12,1999,Belgium
2021-02-11,2052,Belgium
2021-02-10,2111,Belgium
2021-02-09,2108,Belgium
2021-02-08,2541,Belgium
2021-02-07,594,Belgium
2021-02-06,1256,Belgium
2021-02-05,2411,Belgium
2021-02-04,2361,Belgium
2021-02-03,2356,Belgium
2021-02-02,2615,Belgium
2021-02-01,3299,Belgium
2021-01-31,843,Belgium
2021-01-30,1549,Belgium
2021-01-29,2939,Belgium
2021-01-28,2546,Belgium
2021-01-27,2512,Belgium
2021-01-26,2700,Belgium
2021-01-25,3286,Belgium
2021-01-24,795,Belgium
2021-01-23,1357,Belgium
2021-01-22,2524,Belgium
2021-01-21,2270,Belgium
2021-01-20,2415,Belgium
2021-01-19,2344,Belgium
2021-01-18,2936,Belgium
2021-01-17,697,Belgium
2021-01-16,1141,Belgium
2021-01-15,2070,Belgium
2021-01-14,2023,Belgium
2021-01-13,2044,Belgium
2021-01-12,2269,Belgium
2021-01-11,2849,Belgium
2021-01-10,808,Belgium
2021-01-09,1302,Belgium
2021-01-08,1934,Belgium
2021-01-07,1810,Belgium
2021-01-06,2302,Belgium
2021-01-05,2625,Belgium
2021-01-04,2911,Belgium
2021-01-03,730,Belgium
2021-01-02,1053,Belgium
2021-01-01,469,Belgium
2020-12-31,1624,Belgium
2020-12-30,1980,Belgium
2020-12-29,2268,Belgium
2020-12-28,2639,Belgium
2020-12-27,530,Belgium
2020-12-26,1097,Belgium
2020-12-25,492,Belgium
2020-12-24,1719,Belgium
2020-12-23,2354,Belgium
2020-12-22,2589,Belgium
2020-12-21,3308,Belgium
2020-12-20,635,Belgium
2020-12-19,1429,Belgium
2020-12-18,2729,Belgium
2020-12-17,2733,Belgium
2020-12-16,2753,Belgium
2020-12-15,3200,Belgium
2020-12-14,3805,Belgium
2020-12-13,735,Belgium
2020-12-12,1581,Belgium
2020-12-11,2885,Belgium
2020-12-10,2668,Belgium
2020-12-09,2749,Belgium
2020-12-08,2710,Belgium
2020-12-07,3347,Belgium
2020-12-06,595,Belgium
2020-12-05,1094,Belgium
2020-12-04,2549,Belgium
2020-12-03,2361,Belgium
2020-12-02,2598,Belgium
2020-12-01,2682,Belgium
2020-11-30,3286,Belgium
2020-11-29,556,Belgium
2020-11-28,1001,Belgium
2020-11-27,2724,Belgium
2020-11-26,2412,Belgium
2020-11-25,2669,Belgium
2020-11-24,2865,Belgium
2020-11-23,3944,Belgium
2020-11-22,585,Belgium
2020-11-21,1258,Belgium
2020-11-20,3075,Belgium
2020-11-19,3007,Belgium
2020-11-18,3681,Belgium
2020-11-17,4823,Belgium
2020-11-16,5830,Belgium
2020-11-15,1053,Belgium
2020-11-14,2360,Belgium
2020-11-13,5696,Belgium
2020-11-12,6467,Belgium
2020-11-11,2001,Belgium
2020-11-10,7662,Belgium
2020-11-09,8613,Belgium
2020-11-08,1449,Belgium
2020-11-07,3043,Belgium
2020-11-06,6638,Belgium
2020-11-05,7644,Belgium
2020-11-04,9213,Belgium
2020-11-03,12082,Belgium
2020-11-02,13842,Belgium
2020-11-01,2661,Belgium
2020-10-31,6308,Belgium
2020-10-30,15388,Belgium
2020-10-29,15074,Belgium
2020-10-28,17982,Belgium
2020-10-27,22190,Belgium
2020-10-26,19845,Belgium
2020-10-25,4880,Belgium
2020-10-24,11552,Belgium
2020-10-23,18863,Belgium
2020-10-22,17715,Belgium
2020-10-21,17628,Belgium
2020-10-20,19600,Belgium
2020-10-19,15824,Belgium
2020-10-18,4339,Belgium
2020-10-17,8124,Belgium
2020-10-16,13738,Belgium
2020-10-15,12027,Belgium
2020-10-14,12533,Belgium
2020-10-13,12778,Belgium
2020-10-12,9872,Belgium
2020-10-11,2439,Belgium
2020-10-10,4370,Belgium
2020-10-09,7952,Belgium
2020-10-08,6679,Belgium
2020-10-07,6904,Belgium
2020-10-06,5758,Belgium
2020-10-05,5313,Belgium
2020-10-04,1067,Belgium
2020-10-03,1728,Belgium
2020-10-02,3752,Belgium
2020-10-01,3423,Belgium
2020-09-30,3274,Belgium
2020-09-29,3008,Belgium
2020-09-28,2791,Belgium
2020-09-27,559,Belgium
2020-09-26,1078,Belgium
2020-09-25,1623,Belgium
2020-09-24,1795,Belgium
2020-09-23,2096,Belgium
2020-09-22,2074,Belgium
2020-09-21,2202,Belgium
2020-09-20,461,Belgium
2020-09-19,894,Belgium
2020-09-18,1709,Belgium
2020-09-17,1750,Belgium
2020-09-16,1943,Belgium
2020-09-15,1628,Belgium
2020-09-14,1724,Belgium
2020-09-13,301,Belgium
2020-09-12,617,Belgium
2020-09-11,1284,Belgium
2020-09-10,1143,Belgium
2020-09-09,1024,Belgium
2020-09-08,871,Belgium
2020-09-07,918,Belgium
2020-09-06,155,Belgium
2020-09-05,322,Belgium
2020-09-04,728,Belgium
2020-09-03,677,Belgium
2020-09-02,574,Belgium
2020-09-01,565,Belgium
2020-08-31,634,Belgium
2020-08-30,117,Belgium
2020-08-29,195,Belgium
2020-08-28,614,Belgium
2020-08-27,535,Belgium
2020-08-26,526,Belgium
2020-08-25,527,Belgium
2020-08-24,607,Belgium
2020-08-23,115,Belgium
2020-08-22,203,Belgium
2020-08-21,510,Belgium
2020-08-20,581,Belgium
2020-08-19,612,Belgium
2020-08-18,725,Belgium
2020-08-17,707,Belgium
2020-08-16,132,Belgium
2020-08-15,163,Belgium
2020-08-14,587,Belgium
2020-08-13,669,Belgium
2020-08-12,609,Belgium
2020-08-11,718,Belgium
2020-08-10,873,Belgium
2020-08-09,122,Belgium
2020-08-08,304,Belgium
2020-08-07,771,Belgium
2020-08-06,769,Belgium
2020-08-05,767,Belgium
2020-08-04,813,Belgium
2020-08-03,794,Belgium
2020-08-02,148,Belgium
2020-08-01,309,Belgium
2020-07-31,684,Belgium
2020-07-30,635,Belgium
2020-07-29,703,Belgium
2020-07-28,685,Belgium
2020-07-27,595,Belgium
2020-07-26,184,Belgium
2020-07-25,229,Belgium
2020-07-24,496,Belgium
2020-07-23,439,Belgium
2020-07-22,553,Belgium
2020-07-21,145,Belgium
2020-07-20,443,Belgium
2020-07-19,64,Belgium
2020-07-18,130,Belgium
2020-07-17,274,Belgium
2020-07-16,226,Belgium
2020-07-15,260,Belgium
2020-07-14,207,Belgium
2020-07-13,224,Belgium
2020-07-12,43,Belgium
2020-07-11,62,Belgium
2020-07-10,127,Belgium
2020-07-09,124,Belgium
2020-07-08,137,Belgium
2020-07-07,99,Belgium
2020-07-06,112,Belgium
2020-07-05,24,Belgium
2020-07-04,64,Belgium
2020-07-03,94,Belgium
2020-07-02,93,Belgium
2020-07-01,135,Belgium
2020-06-30,100,Belgium
2020-06-29,127,Belgium
2020-06-28,24,Belgium
2020-06-27,41,Belgium
2020-06-26,113,Belgium
2020-06-25,76,Belgium
2020-06-24,100,Belgium
2020-06-23,110,Belgium
2020-06-22,143,Belgium
2020-06-21,20,Belgium
2020-06-20,50,Belgium
2020-06-19,121,Belgium
2020-06-18,108,Belgium
2020-06-17,123,Belgium
2020-06-16,99,Belgium
2020-06-15,147,Belgium
2020-06-14,22,Belgium
2020-06-13,49,Belgium
2020-06-12,89,Belgium
2020-06-11,95,Belgium
2020-06-10,119,Belgium
2020-06-09,145,Belgium
2020-06-08,152,Belgium
2020-06-07,53,Belgium
2020-06-06,69,Belgium
2020-06-05,154,Belgium
2020-06-04,172,Belgium
2020-06-03,159,Belgium
2020-06-02,181,Belgium
2020-06-01,59,Belgium
2020-05-31,49,Belgium
2020-05-30,61,Belgium
2020-05-29,165,Belgium
2020-05-28,171,Belgium
2020-05-27,182,Belgium
2020-05-26,202,Belgium
2020-05-25,314,Belgium
2020-05-24,75,Belgium
2020-05-23,123,Belgium
2020-05-22,248,Belgium
2020-05-21,70,Belgium
2020-05-20,385,Belgium
2020-05-19,292,Belgium
2020-05-18,317,Belgium
2020-05-17,81,Belgium
2020-05-16,147,Belgium
2020-05-15,346,Belgium
2020-05-14,305,Belgium
2020-05-13,321,Belgium
2020-05-12,395,Belgium
2020-05-11,476,Belgium
2020-05-10,118,Belgium
2020-05-09,240,Belgium
2020-05-08,483,Belgium
2020-05-07,442,Belgium
2020-05-06,552,Belgium
2020-05-05,546,Belgium
2020-05-04,670,Belgium
2020-05-03,140,Belgium
2020-05-02,286,Belgium
2020-05-01,237,Belgium
2020-04-30,586,Belgium
2020-04-29,522,Belgium
2020-04-28,569,Belgium
2020-04-27,755,Belgium
2020-04-26,205,Belgium
2020-04-25,388,Belgium
2020-04-24,811,Belgium
2020-04-23,976,Belgium
2020-04-22,777,Belgium
2020-04-21,1270,Belgium
2020-04-20,1276,Belgium
2020-04-19,443,Belgium
2020-04-18,722,Belgium
2020-04-17,1394,Belgium
2020-04-16,1674,Belgium
2020-04-15,1633,Belgium
2020-04-14,1560,Belgium
2020-04-13,537,Belgium
2020-04-12,524,Belgium
2020-04-11,1029,Belgium
2020-04-10,2336,Belgium
2020-04-09,2239,Belgium
2020-04-08,1598,Belgium
2020-04-07,1515,Belgium
2020-04-06,1934,Belgium
2020-04-05,665,Belgium
2020-04-04,922,Belgium
2020-04-03,1694,Belgium
2020-04-02,1478,Belgium
2020-04-01,1516,Belgium
2020-03-31,1681,Belgium
2020-03-30,1738,Belgium
2020-03-29,683,Belgium
2020-03-28,844,Belgium
2020-03-27,1518,Belgium
2020-03-26,1363,Belgium
2020-03-25,1199,Belgium
2020-03-24,1195,Belgium
2020-03-23,1328,Belgium
2020-03-22,486,Belgium
2020-03-21,469,Belgium
2020-03-20,662,Belgium
2020-03-19,713,Belgium
2020-03-18,534,Belgium
2020-03-17,422,Belgium
2020-03-16,387,Belgium
2020-03-15,214,Belgium
2020-03-14,179,Belgium
2020-03-13,338,Belgium
2020-03-12,250,Belgium
2020-03-11,174,Belgium
2020-03-10,99,Belgium
2020-03-09,94,Belgium
2020-03-08,64,Belgium
2020-03-07,27,Belgium
2020-03-06,110,Belgium
2020-03-05,81,Belgium
2020-03-04,53,Belgium
2020-03-03,34,Belgium
2020-03-02,19,Belgium
2020-03-01,19,Belgium
2022-02-24,,Bulgaria
2022-02-23,3411,Bulgaria
2022-02-22,4667,Bulgaria
2022-02-21,4845,Bulgaria
2022-02-20,1235,Bulgaria
2022-02-19,2605,Bulgaria
2022-02-18,4616,Bulgaria
2022-02-17,4626,Bulgaria
2022-02-16,5023,Bulgaria
2022-02-15,6589,Bulgaria
2022-02-14,6130,Bulgaria
2022-02-13,1539,Bulgaria
2022-02-12,3625,Bulgaria
2022-02-11,6531,Bulgaria
2022-02-10,6278,Bulgaria
2022-02-09,7263,Bulgaria
2022-02-08,8140,Bulgaria
2022-02-07,8012,Bulgaria
2022-02-06,2181,Bulgaria
2022-02-05,4737,Bulgaria
2022-02-04,8116,Bulgaria
2022-02-03,8142,Bulgaria
2022-02-02,9152,Bulgaria
2022-02-01,11143,Bulgaria
2022-01-31,10151,Bulgaria
2022-01-30,2602,Bulgaria
2022-01-29,5875,Bulgaria
2022-01-28,9871,Bulgaria
2022-01-27,9874,Bulgaria
2022-01-26,9916,Bulgaria
2022-01-25,12399,Bulgaria
2022-01-24,11049,Bulgaria
2022-01-23,2847,Bulgaria
2022-01-22,6630,Bulgaria
2022-01-21,9874,Bulgaria
2022-01-20,8932,Bulgaria
2022-01-19,10160,Bulgaria
2022-01-18,11181,Bulgaria
2022-01-17,9996,Bulgaria
2022-01-16,2379,Bulgaria
2022-01-15,4389,Bulgaria
2022-01-14,6863,Bulgaria
2022-01-13,7034,Bulgaria
2022-01-12,5703,Bulgaria
2022-01-11,7062,Bulgaria
2022-01-10,6761,Bulgaria
2022-01-09,1716,Bulgaria
2022-01-08,3176,Bulgaria
2022-01-07,5524,Bulgaria
2022-01-06,5525,Bulgaria
2022-01-05,6766,Bulgaria
2022-01-04,6252,Bulgaria
2022-01-03,1918,Bulgaria
2022-01-02,1356,Bulgaria
2022-01-01,1076,Bulgaria
2021-12-31,2810,Bulgaria
2021-12-30,3616,Bulgaria
2021-12-29,3449,Bulgaria
2021-12-28,1235,Bulgaria
2021-12-27,1278,Bulgaria
2021-12-26,838,Bulgaria
2021-12-25,743,Bulgaria
2021-12-24,1033,Bulgaria
2021-12-23,1966,Bulgaria
2021-12-22,1463,Bulgaria
2021-12-21,1883,Bulgaria
2021-12-20,2001,Bulgaria
2021-12-19,456,Bulgaria
2021-12-18,904,Bulgaria
2021-12-17,1614,Bulgaria
2021-12-16,1443,Bulgaria
2021-12-15,1725,Bulgaria
2021-12-14,2004,Bulgaria
2021-12-13,1959,Bulgaria
2021-12-12,532,Bulgaria
2021-12-11,1073,Bulgaria
2021-12-10,1719,Bulgaria
2021-12-09,1827,Bulgaria
2021-12-08,1652,Bulgaria
2021-12-07,2299,Bulgaria
2021-12-06,2426,Bulgaria
2021-12-05,706,Bulgaria
2021-12-04,985,Bulgaria
2021-12-03,2289,Bulgaria
2021-12-02,2018,Bulgaria
2021-12-01,2105,Bulgaria
2021-11-30,2681,Bulgaria
2021-11-29,3020,Bulgaria
2021-11-28,728,Bulgaria
2021-11-27,1218,Bulgaria
2021-11-26,2488,Bulgaria
2021-11-25,2370,Bulgaria
2021-11-24,2569,Bulgaria
2021-11-23,3233,Bulgaria
2021-11-22,3462,Bulgaria
2021-11-21,733,Bulgaria
2021-11-20,1455,Bulgaria
2021-11-19,2737,Bulgaria
2021-11-18,2785,Bulgaria
2021-11-17,2839,Bulgaria
2021-11-16,3869,Bulgaria
2021-11-15,3223,Bulgaria
2021-11-14,828,Bulgaria
2021-11-13,1610,Bulgaria
2021-11-12,3146,Bulgaria
2021-11-11,3207,Bulgaria
2021-11-10,3853,Bulgaria
2021-11-09,4955,Bulgaria
2021-11-08,5286,Bulgaria
2021-11-07,1256,Bulgaria
2021-11-06,2826,Bulgaria
2021-11-05,4734,Bulgaria
2021-11-04,4662,Bulgaria
2021-11-03,4922,Bulgaria
2021-11-02,5863,Bulgaria
2021-11-01,6007,Bulgaria
2021-10-31,1457,Bulgaria
2021-10-30,2836,Bulgaria
2021-10-29,5256,Bulgaria
2021-10-28,5178,Bulgaria
2021-10-27,5643,Bulgaria
2021-10-26,6816,Bulgaria
2021-10-25,5863,Bulgaria
2021-10-24,1370,Bulgaria
2021-10-23,3354,Bulgaria
2021-10-22,4826,Bulgaria
2021-10-21,4816,Bulgaria
2021-10-20,4522,Bulgaria
2021-10-19,4957,Bulgaria
2021-10-18,4979,Bulgaria
2021-10-17,1000,Bulgaria
2021-10-16,1867,Bulgaria
2021-10-15,3440,Bulgaria
2021-10-14,3183,Bulgaria
2021-10-13,3327,Bulgaria
2021-10-12,3469,Bulgaria
2021-10-11,3471,Bulgaria
2021-10-10,621,Bulgaria
2021-10-09,1246,Bulgaria
2021-10-08,2485,Bulgaria
2021-10-07,2302,Bulgaria
2021-10-06,2542,Bulgaria
2021-10-05,2866,Bulgaria
2021-10-04,2806,Bulgaria
2021-10-03,513,Bulgaria
2021-10-02,1228,Bulgaria
2021-10-01,2091,Bulgaria
2021-09-30,2050,Bulgaria
2021-09-29,2142,Bulgaria
2021-09-28,2573,Bulgaria
2021-09-27,2536,Bulgaria
2021-09-26,496,Bulgaria
2021-09-25,1038,Bulgaria
2021-09-24,1904,Bulgaria
2021-09-23,1835,Bulgaria
2021-09-22,850,Bulgaria
2021-09-21,2192,Bulgaria
2021-09-20,2360,Bulgaria
2021-09-19,458,Bulgaria
2021-09-18,951,Bulgaria
2021-09-17,1892,Bulgaria
2021-09-16,1724,Bulgaria
2021-09-15,1862,Bulgaria
2021-09-14,2029,Bulgaria
2021-09-13,1998,Bulgaria
2021-09-12,437,Bulgaria
2021-09-11,909,Bulgaria
2021-09-10,1626,Bulgaria
2021-09-09,1629,Bulgaria
2021-09-08,1956,Bulgaria
2021-09-07,2005,Bulgaria
2021-09-06,677,Bulgaria
2021-09-05,488,Bulgaria
2021-09-04,854,Bulgaria
2021-09-03,1640,Bulgaria
2021-09-02,1564,Bulgaria
2021-09-01,1745,Bulgaria
2021-08-31,2053,Bulgaria
2021-08-30,2090,Bulgaria
2021-08-29,451,Bulgaria
2021-08-28,1004,Bulgaria
2021-08-27,1713,Bulgaria
2021-08-26,1733,Bulgaria
2021-08-25,1601,Bulgaria
2021-08-24,1911,Bulgaria
2021-08-23,1891,Bulgaria
2021-08-22,384,Bulgaria
2021-08-21,845,Bulgaria
2021-08-20,1368,Bulgaria
2021-08-19,1371,Bulgaria
2021-08-18,1387,Bulgaria
2021-08-17,1405,Bulgaria
2021-08-16,1301,Bulgaria
2021-08-15,272,Bulgaria
2021-08-14,623,Bulgaria
2021-08-13,1047,Bulgaria
2021-08-12,882,Bulgaria
2021-08-11,782,Bulgaria
2021-08-10,805,Bulgaria
2021-08-09,774,Bulgaria
2021-08-08,176,Bulgaria
2021-08-07,392,Bulgaria
2021-08-06,549,Bulgaria
2021-08-05,500,Bulgaria
2021-08-04,429,Bulgaria
2021-08-03,462,Bulgaria
2021-08-02,393,Bulgaria
2021-08-01,94,Bulgaria
2021-07-31,182,Bulgaria
2021-07-30,346,Bulgaria
2021-07-29,231,Bulgaria
2021-07-28,216,Bulgaria
2021-07-27,200,Bulgaria
2021-07-26,193,Bulgaria
2021-07-25,57,Bulgaria
2021-07-24,54,Bulgaria
2021-07-23,135,Bulgaria
2021-07-22,121,Bulgaria
2021-07-21,96,Bulgaria
2021-07-20,145,Bulgaria
2021-07-19,113,Bulgaria
2021-07-18,35,Bulgaria
2021-07-17,57,Bulgaria
2021-07-16,76,Bulgaria
2021-07-15,94,Bulgaria
2021-07-14,84,Bulgaria
2021-07-13,74,Bulgaria
2021-07-12,83,Bulgaria
2021-07-11,16,Bulgaria
2021-07-10,32,Bulgaria
2021-07-09,61,Bulgaria
2021-07-08,55,Bulgaria
2021-07-07,60,Bulgaria
2021-07-06,87,Bulgaria
2021-07-05,98,Bulgaria
2021-07-04,19,Bulgaria
2021-07-03,51,Bulgaria
2021-07-02,81,Bulgaria
2021-07-01,73,Bulgaria
2021-06-30,78,Bulgaria
2021-06-29,105,Bulgaria
2021-06-28,115,Bulgaria
2021-06-27,16,Bulgaria
2021-06-26,28,Bulgaria
2021-06-25,86,Bulgaria
2021-06-24,62,Bulgaria
2021-06-23,93,Bulgaria
2021-06-22,94,Bulgaria
2021-06-21,120,Bulgaria
2021-06-20,27,Bulgaria
2021-06-19,41,Bulgaria
2021-06-18,105,Bulgaria
2021-06-17,110,Bulgaria
2021-06-16,95,Bulgaria
2021-06-15,161,Bulgaria
2021-06-14,157,Bulgaria
2021-06-13,42,Bulgaria
2021-06-12,81,Bulgaria
2021-06-11,123,Bulgaria
2021-06-10,100,Bulgaria
2021-06-09,131,Bulgaria
2021-06-08,178,Bulgaria
2021-06-07,208,Bulgaria
2021-06-06,47,Bulgaria
2021-06-05,89,Bulgaria
2021-06-04,157,Bulgaria
2021-06-03,170,Bulgaria
2021-06-02,197,Bulgaria
2021-06-01,236,Bulgaria
2021-05-31,303,Bulgaria
2021-05-30,53,Bulgaria
2021-05-29,115,Bulgaria
2021-05-28,287,Bulgaria
2021-05-27,293,Bulgaria
2021-05-26,393,Bulgaria
2021-05-25,406,Bulgaria
2021-05-24,81,Bulgaria
2021-05-23,81,Bulgaria
2021-05-22,148,Bulgaria
2021-05-21,362,Bulgaria
2021-05-20,368,Bulgaria
2021-05-19,361,Bulgaria
2021-05-18,457,Bulgaria
2021-05-17,677,Bulgaria
2021-05-16,151,Bulgaria
2021-05-15,203,Bulgaria
2021-05-14,518,Bulgaria
2021-05-13,506,Bulgaria
2021-05-12,657,Bulgaria
2021-05-11,877,Bulgaria
2021-05-10,1078,Bulgaria
2021-05-09,241,Bulgaria
2021-05-08,466,Bulgaria
2021-05-07,1123,Bulgaria
2021-05-06,545,Bulgaria
2021-05-05,1635,Bulgaria
2021-05-04,367,Bulgaria
2021-05-03,631,Bulgaria
2021-05-02,348,Bulgaria
2021-05-01,466,Bulgaria
2021-04-30,652,Bulgaria
2021-04-29,1237,Bulgaria
2021-04-28,1382,Bulgaria
2021-04-27,1850,Bulgaria
2021-04-26,1759,Bulgaria
2021-04-25,400,Bulgaria
2021-04-24,798,Bulgaria
2021-04-23,1708,Bulgaria
2021-04-22,1681,Bulgaria
2021-04-21,2002,Bulgaria
2021-04-20,2096,Bulgaria
2021-04-19,2434,Bulgaria
2021-04-18,418,Bulgaria
2021-04-17,1076,Bulgaria
2021-04-16,2126,Bulgaria
2021-04-15,2185,Bulgaria
2021-04-14,2517,Bulgaria
2021-04-13,2944,Bulgaria
2021-04-12,3122,Bulgaria
2021-04-11,462,Bulgaria
2021-04-10,1352,Bulgaria
2021-04-09,2803,Bulgaria
2021-04-08,2957,Bulgaria
2021-04-07,3556,Bulgaria
2021-04-06,4004,Bulgaria
2021-04-05,3860,Bulgaria
2021-04-04,740,Bulgaria
2021-04-03,1919,Bulgaria
2021-04-02,4013,Bulgaria
2021-04-01,3694,Bulgaria
2021-03-31,4207,Bulgaria
2021-03-30,5176,Bulgaria
2021-03-29,4497,Bulgaria
2021-03-28,983,Bulgaria
2021-03-27,2537,Bulgaria
2021-03-26,4129,Bulgaria
2021-03-25,3988,Bulgaria
2021-03-24,4375,Bulgaria
2021-03-23,4851,Bulgaria
2021-03-22,4467,Bulgaria
2021-03-21,943,Bulgaria
2021-03-20,2541,Bulgaria
2021-03-19,4162,Bulgaria
2021-03-18,4008,Bulgaria
2021-03-17,4201,Bulgaria
2021-03-16,4374,Bulgaria
2021-03-15,4637,Bulgaria
2021-03-14,679,Bulgaria
2021-03-13,2019,Bulgaria
2021-03-12,3159,Bulgaria
2021-03-11,3121,Bulgaria
2021-03-10,2774,Bulgaria
2021-03-09,3502,Bulgaria
2021-03-08,2995,Bulgaria
2021-03-07,497,Bulgaria
2021-03-06,1426,Bulgaria
2021-03-05,3004,Bulgaria
2021-03-04,2198,Bulgaria
2021-03-03,1154,Bulgaria
2021-03-02,2403,Bulgaria
2021-03-01,2588,Bulgaria
2021-02-28,332,Bulgaria
2021-02-27,1079,Bulgaria
2021-02-26,1681,Bulgaria
2021-02-25,1822,Bulgaria
2021-02-24,1733,Bulgaria
2021-02-23,1800,Bulgaria
2021-02-22,1925,Bulgaria
2021-02-21,227,Bulgaria
2021-02-20,548,Bulgaria
2021-02-19,1463,Bulgaria
2021-02-18,1086,Bulgaria
2021-02-17,1246,Bulgaria
2021-02-16,1349,Bulgaria
2021-02-15,1068,Bulgaria
2021-02-14,163,Bulgaria
2021-02-13,506,Bulgaria
2021-02-12,966,Bulgaria
2021-02-11,1070,Bulgaria
2021-02-10,913,Bulgaria
2021-02-09,1212,Bulgaria
2021-02-08,1115,Bulgaria
2021-02-07,182,Bulgaria
2021-02-06,493,Bulgaria
2021-02-05,910,Bulgaria
2021-02-04,883,Bulgaria
2021-02-03,719,Bulgaria
2021-02-02,967,Bulgaria
2021-02-01,832,Bulgaria
2021-01-31,130,Bulgaria
2021-01-30,349,Bulgaria
2021-01-29,695,Bulgaria
2021-01-28,560,Bulgaria
2021-01-27,598,Bulgaria
2021-01-26,827,Bulgaria
2021-01-25,772,Bulgaria
2021-01-24,121,Bulgaria
2021-01-23,266,Bulgaria
2021-01-22,566,Bulgaria
2021-01-21,455,Bulgaria
2021-01-20,482,Bulgaria
2021-01-19,544,Bulgaria
2021-01-18,570,Bulgaria
2021-01-17,77,Bulgaria
2021-01-16,233,Bulgaria
2021-01-15,552,Bulgaria
2021-01-14,535,Bulgaria
2021-01-13,535,Bulgaria
2021-01-12,750,Bulgaria
2021-01-11,620,Bulgaria
2021-01-10,105,Bulgaria
2021-01-09,394,Bulgaria
2021-01-08,753,Bulgaria
2021-01-07,867,Bulgaria
2021-01-06,1002,Bulgaria
2021-01-05,1310,Bulgaria
2021-01-04,1029,Bulgaria
2021-01-03,171,Bulgaria
2021-01-02,340,Bulgaria
2021-01-01,274,Bulgaria
2020-12-31,1046,Bulgaria
2020-12-30,1729,Bulgaria
2020-12-29,1438,Bulgaria
2020-12-28,337,Bulgaria
2020-12-27,332,Bulgaria
2020-12-26,469,Bulgaria
2020-12-25,257,Bulgaria
2020-12-24,772,Bulgaria
2020-12-23,1615,Bulgaria
2020-12-22,1799,Bulgaria
2020-12-21,1277,Bulgaria
2020-12-20,166,Bulgaria
2020-12-19,1002,Bulgaria
2020-12-18,1739,Bulgaria
2020-12-17,2042,Bulgaria
2020-12-16,1959,Bulgaria
